"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"INSCRIPCION INICIAL IMPORTADO","2024-09-16","2024-09-16",8024,"PARANA Nº 3","Entre Ríos","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","A15","YARIS XLS 1.5 6M/T","1","Privado","Física","PARANA","ENTRE RIOS","Femenino","1979","ARGENTINA",50,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-10","2024-09-10",9002,"EL COLORADO","Formosa","Protocolo 21","2024","02","SEDAN 4 PUERTAS","024","CHEVROLET","783","ONIX PLUS 1.0T MT LTZ","1","Privado","Física","MAYOR VICENTE VILLAFAÑE","FORMOSA","Masculino","1991","ARGENTINA",100,"34","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-06","2024-09-06",8005,"CHAJARI","Entre Ríos","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","B95","COROLLA HEV 1.8 SEG ECVT","1","Privado","Física","CHAJARI","ENTRE RIOS","Femenino","1993","ARGENTINA",100,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-12","2024-09-12",7015,"ESQUEL Nº 2","Chubut","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","B95","COROLLA HEV 1.8 SEG ECVT","1","Privado","Física","ESQUEL","CHUBUT","Masculino","1971","ARGENTINA",100,"26","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-26","2024-09-26",8011,"PARANA Nº 1","Entre Ríos","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","A70","COROLLA 2.0 XEI CVT","1","Privado","Física","PARANA","ENTRE RIOS","Masculino","1975","ARGENTINA",100,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-18","2024-09-18",10003,"SAN SALVADOR DE JUJUY Nº 1","Jujuy","Importado","2024","02","SEDAN 4 PUERTAS","024","CHEVROLET","759","ONIX PLUS 1.4 MT JOY BLACK","1","Privado","Jurídica","S. S. DE JUJUY","JUJUY","No aplica","2017","No aplica",100,"38",""
"INSCRIPCION INICIAL IMPORTADO","2024-09-05","2024-09-05",8014,"VICTORIA","Entre Ríos","Protocolo 21","2024","02","SEDAN 4 PUERTAS","024","CHEVROLET","783","ONIX PLUS 1.0T MT LTZ","1","Privado","Física","VICTORIA","ENTRE RIOS","Masculino","1961","ARGENTINA",100,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-30","2024-09-30",8026,"GUALEGUAY Nº 2","Entre Ríos","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","A74","COROLLA 2.0 XLI CVT","1","Privado","Física","GUALEGUAY","ENTRE RIOS","Femenino","1983","ARGENTINA",100,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-12","2024-09-12",7010,"TRELEW Nº 2","Chubut","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","B97","COROLLA HEV 1.8 XEI ECVT","1","Privado","Física","TRELEW","CHUBUT","Femenino","1975","ARGENTINA",100,"26","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-18","2024-09-18",8025,"PARANA Nº 4","Entre Ríos","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","A15","YARIS XLS 1.5 6M/T","1","Privado","Física","PARANA","ENTRE RIOS","Masculino","1971","ARGENTINA",100,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-24","2024-09-24",9002,"EL COLORADO","Formosa","Protocolo 21","2024","02","SEDAN 4 PUERTAS","024","CHEVROLET","783","ONIX PLUS 1.0T MT LTZ","1","Privado","Física","GENERAL MANUEL BELGRANO","FORMOSA","Femenino","1983","ARGENTINA",100,"34","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-24","2024-09-24",8024,"PARANA Nº 3","Entre Ríos","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","A70","COROLLA 2.0 XEI CVT","1","Privado","Física","DIAMANTE","ENTRE RIOS","Femenino","1972","ARGENTINA",100,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-25","2024-09-25",8029,"PARANA Nº 6","Entre Ríos","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","A74","COROLLA 2.0 XLI CVT","1","Privado","Física","LA PAZ","ENTRE RIOS","Femenino","1989","ARGENTINA",100,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-11","2024-09-11",8015,"VILLAGUAY","Entre Ríos","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","A58","COROLLA 2.0 SEG CVT","1","Privado","Física","VILLAGUAY","ENTRE RIOS","Masculino","1976","ARGENTINA",100,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-16","2024-09-16",8021,"CONCORDIA Nº 2","Entre Ríos","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","A15","YARIS XLS 1.5 6M/T","1","Privado","Física","CONCORDIA","ENTRE RIOS","Femenino","1981","ARGENTINA",100,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-25","2024-09-25",8029,"PARANA Nº 6","Entre Ríos","Protocolo 21","2024","02","SEDAN 4 PUERTAS","024","CHEVROLET","783","ONIX PLUS 1.0T MT LTZ","1","Privado","Física","COLONIA  AVELLANEDA","ENTRE RIOS","Femenino","1983","ARGENTINA",100,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-27","2024-09-27",9003,"FORMOSA Nº 1","Formosa","Importado","2024","02","SEDAN 4 PUERTAS","102","NISSAN","784","VERSA 1.6 SENSE MT","1","Privado","Física","LAGUNA NAICK NECK","FORMOSA","Femenino","1957","ARGENTINA",100,"34","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-26","2024-09-26",8011,"PARANA Nº 1","Entre Ríos","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","A70","COROLLA 2.0 XEI CVT","1","Privado","Física","PARANA","ENTRE RIOS","Masculino","1974","ARGENTINA",100,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-02","2024-09-02",7015,"ESQUEL Nº 2","Chubut","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","A76","YARIS XLS 1.5 CVT","1","Privado","Física","ESQUEL","CHUBUT","Femenino","1956","ARGENTINA",100,"26","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-19","2024-09-19",9006,"FORMOSA Nº 4","Formosa","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","B97","COROLLA HEV 1.8 XEI ECVT","1","Privado","Física","PIRANE","FORMOSA","Masculino","1963","ARGENTINA",100,"34","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-17","2024-09-17",8006,"DIAMANTE","Entre Ríos","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","A58","COROLLA 2.0 SEG CVT","1","Privado","Física","LIBERTADOR SAN MARTIN","ENTRE RIOS","Masculino","2000","ARGENTINA",100,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-20","2024-09-20",10003,"SAN SALVADOR DE JUJUY Nº 1","Jujuy","Importado","2024","02","SEDAN 4 PUERTAS","024","CHEVROLET","759","ONIX PLUS 1.4 MT JOY BLACK","1","Privado","Jurídica","SAN SALVADOR DE JUJUY","JUJUY","No aplica","2017","No aplica",100,"38",""
"INSCRIPCION INICIAL IMPORTADO","2024-09-16","2024-09-16",9002,"EL COLORADO","Formosa","Protocolo 21","2024","02","SEDAN 4 PUERTAS","136","VOLKSWAGEN","780","NUEVO VIRTUS MSI MT","1","Privado","Física","ESTANISLAO DEL CAMPO","FORMOSA","Femenino","1959","ARGENTINA",100,"34","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-25","2024-09-25",9003,"FORMOSA Nº 1","Formosa","Importado","2024","02","SEDAN 4 PUERTAS","136","VOLKSWAGEN","770","VENTO GLI 350TSI DSG","1","Privado","Física","FORMOSA","FORMOSA","Masculino","1983","ARGENTINA",100,"34","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-20","2024-09-20",10003,"SAN SALVADOR DE JUJUY Nº 1","Jujuy","Importado","2024","02","SEDAN 4 PUERTAS","024","CHEVROLET","759","ONIX PLUS 1.4 MT JOY BLACK","1","Privado","Jurídica","SAN SALVADOR DE JUJUY","JUJUY","No aplica","2017","No aplica",100,"38",""
"INSCRIPCION INICIAL IMPORTADO","2024-09-30","2024-09-30",8023,"CONCORDIA Nº 3","Entre Ríos","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","A74","COROLLA 2.0 XLI CVT","1","Privado","Física","CONCORDIA","ENTRE RIOS","Masculino","1976","ARGENTINA",100,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-25","2024-09-25",8006,"DIAMANTE","Entre Ríos","Importado","2024","02","SEDAN 4 PUERTAS","102","NISSAN","792","SENTRA 2.0 EXCLUSIVE CVT","1","Privado","Física","DIAMANTE","ENTRE RIOS","Masculino","1947","ARGENTINA",100,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-13","2024-09-13",8010,"NOGOYA","Entre Ríos","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","A76","YARIS XLS 1.5 CVT","1","Privado","Física","NOGOYA","ENTRE RIOS","Femenino","1987","ARGENTINA",100,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-25","2024-09-25",8006,"DIAMANTE","Entre Ríos","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","B97","COROLLA HEV 1.8 XEI ECVT","1","Privado","Física","ALDEA BRASILERA","ENTRE RIOS","Masculino","1991","ARGENTINA",100,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-13","2024-09-13",10002,"SAN PEDRO DE JUJUY","Jujuy","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","A58","COROLLA 2.0 SEG CVT","1","Privado","Física","SAN PEDRO DE JUJUY","JUJUY","Femenino","1998","ARGENTINA",100,"38","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-03","2024-09-03",8023,"CONCORDIA Nº 3","Entre Ríos","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","B95","COROLLA HEV 1.8 SEG ECVT","1","Privado","Física","CONCORDIA","ENTRE RIOS","Masculino","1979","ARGENTINA",100,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-19","2024-09-19",10003,"SAN SALVADOR DE JUJUY Nº 1","Jujuy","Importado","2024","02","SEDAN 4 PUERTAS","024","CHEVROLET","759","ONIX PLUS 1.4 MT JOY BLACK","1","Privado","Jurídica","S. S. DE JUJUY","JUJUY","No aplica","2017","No aplica",100,"38",""
"INSCRIPCION INICIAL IMPORTADO","2024-09-17","2024-09-17",10004,"SAN SALVADOR DE JUJUY Nº 2","Jujuy","Importado","2024","02","SEDAN 4 PUERTAS","102","NISSAN","784","VERSA 1.6 SENSE MT","1","Privado","Física","SAN SALVADOR DE JUJUY","JUJUY","Femenino","1981","ARGENTINA",100,"38","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-16","2024-09-16",10002,"SAN PEDRO DE JUJUY","Jujuy","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","A58","COROLLA 2.0 SEG CVT","1","Privado","Física","SAN PEDRO DE JUJUY","JUJUY","Femenino","1968","ARGENTINA",100,"38","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-19","2024-09-19",10003,"SAN SALVADOR DE JUJUY Nº 1","Jujuy","Importado","2024","02","SEDAN 4 PUERTAS","024","CHEVROLET","759","ONIX PLUS 1.4 MT JOY BLACK","1","Privado","Jurídica","S. S. DE JUJUY","JUJUY","No aplica","2017","No aplica",100,"38",""
"INSCRIPCION INICIAL IMPORTADO","2024-09-17","2024-09-17",9004,"FORMOSA Nº 2","Formosa","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","A58","COROLLA 2.0 SEG CVT","1","Privado","Física","FORMOSA","FORMOSA","Masculino","1995","ARGENTINA",100,"34","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-17","2024-09-17",8010,"NOGOYA","Entre Ríos","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","A70","COROLLA 2.0 XEI CVT","1","Privado","Física","NOGOYA","ENTRE RIOS","Masculino","1988","ARGENTINA",100,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-19","2024-09-19",10003,"SAN SALVADOR DE JUJUY Nº 1","Jujuy","Importado","2024","02","SEDAN 4 PUERTAS","024","CHEVROLET","759","ONIX PLUS 1.4 MT JOY BLACK","1","Privado","Jurídica","S. S. DE JUJUY","JUJUY","No aplica","2017","No aplica",100,"38",""
"INSCRIPCION INICIAL IMPORTADO","2024-09-19","2024-09-19",10003,"SAN SALVADOR DE JUJUY Nº 1","Jujuy","Importado","2024","02","SEDAN 4 PUERTAS","024","CHEVROLET","759","ONIX PLUS 1.4 MT JOY BLACK","1","Privado","Jurídica","S. S. DE JUJUY","JUJUY","No aplica","2017","No aplica",100,"38",""
"INSCRIPCION INICIAL IMPORTADO","2024-09-19","2024-09-19",10003,"SAN SALVADOR DE JUJUY Nº 1","Jujuy","Importado","2024","02","SEDAN 4 PUERTAS","024","CHEVROLET","759","ONIX PLUS 1.4 MT JOY BLACK","1","Privado","Jurídica","S. S. DE JUJUY","JUJUY","No aplica","2017","No aplica",100,"38",""
"INSCRIPCION INICIAL IMPORTADO","2024-09-13","2024-09-13",8017,"VIALE","Entre Ríos","Importado","2024","02","SEDAN 4 PUERTAS","102","NISSAN","784","VERSA 1.6 SENSE MT","1","Privado","Física","CRESPO","ENTRE RIOS","Masculino","1986","ARGENTINA",100,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-18","2024-09-18",9003,"FORMOSA Nº 1","Formosa","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","B95","COROLLA HEV 1.8 SEG ECVT","1","Privado","Física","FORMOSA","FORMOSA","Masculino","1949","ARGENTINA",100,"34","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-04","2024-09-04",8009,"LA PAZ","Entre Ríos","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","B95","COROLLA HEV 1.8 SEG ECVT","1","Privado","Física","LA PAZ","ENTRE RIOS","Femenino","1973","ARGENTINA",100,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-19","2024-09-19",10003,"SAN SALVADOR DE JUJUY Nº 1","Jujuy","Importado","2024","02","SEDAN 4 PUERTAS","024","CHEVROLET","759","ONIX PLUS 1.4 MT JOY BLACK","1","Privado","Jurídica","S. S. DE JUJUY","JUJUY","No aplica","2017","No aplica",100,"38",""
"INSCRIPCION INICIAL IMPORTADO","2024-09-26","2024-09-26",8020,"PARANA Nº 2","Entre Ríos","Protocolo 21","2024","02","SEDAN 4 PUERTAS","136","VOLKSWAGEN","780","NUEVO VIRTUS MSI MT","1","Privado","Jurídica","PARANA","ENTRE RIOS","No aplica","1955","No aplica",100,"30",""
"INSCRIPCION INICIAL IMPORTADO","2024-09-16","2024-09-16",9002,"EL COLORADO","Formosa","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","B95","COROLLA HEV 1.8 SEG ECVT","1","Privado","Física","PIRANE","FORMOSA","Femenino","1980","ARGENTINA",100,"34","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-11","2024-09-11",8025,"PARANA Nº 4","Entre Ríos","Protocolo 21","2024","02","SEDAN 4 PUERTAS","024","CHEVROLET","783","ONIX PLUS 1.0T MT LTZ","1","Privado","Física","PARANÁ","ENTRE RIOS","Femenino","1967","ARGENTINA",100,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-18","2024-09-18",10003,"SAN SALVADOR DE JUJUY Nº 1","Jujuy","Importado","2024","02","SEDAN 4 PUERTAS","024","CHEVROLET","759","ONIX PLUS 1.4 MT JOY BLACK","1","Privado","Jurídica","SAN SALVADOR DE JUJUY","JUJUY","No aplica","2017","No aplica",100,"38",""
"INSCRIPCION INICIAL IMPORTADO","2024-09-04","2024-09-04",8020,"PARANA Nº 2","Entre Ríos","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","A76","YARIS XLS 1.5 CVT","1","Privado","Física","PARANA","ENTRE RIOS","Masculino","1987","ARGENTINA",50,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-27","2024-09-27",8029,"PARANA Nº 6","Entre Ríos","Protocolo 21","2024","02","SEDAN 4 PUERTAS","136","VOLKSWAGEN","780","NUEVO VIRTUS MSI MT","1","Privado","Física","PARANA","ENTRE RIOS","Masculino","1954","ARGENTINA",100,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-04","2024-09-04",8016,"FEDERAL","Entre Ríos","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","A58","COROLLA 2.0 SEG CVT","1","Privado","Física","FEDERAL","ENTRE RIOS","Femenino","1944","ARGENTINA",50,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-26","2024-09-26",9006,"FORMOSA Nº 4","Formosa","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","A13","YARIS XLS PACK 1.5 CVT","1","Privado","Física","FORMOSA","FORMOSA","Femenino","1979","ARGENTINA",100,"34","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-26","2024-09-26",8013,"SAN JOSE DE FELICIANO","Entre Ríos","Protocolo 21","2024","02","SEDAN 4 PUERTAS","136","VOLKSWAGEN","778","NUEVO VIRTUS HIGHLINE 170TSI AT","1","Privado","Física","DISTRITO CHAÑAR","ENTRE RIOS","Femenino","1976","ARGENTINA",100,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-11","2024-09-11",7011,"COMODORO RIVADAVIA Nº 4","Chubut","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","B39","COROLLA GR-SPORT 2.0 CVT","1","Privado","Física","COMODORO RIVADAVIA","CHUBUT","Masculino","1997","ARGENTINA",100,"26","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-25","2024-09-25",7013,"TRELEW Nº 3","Chubut","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","A74","COROLLA 2.0 XLI CVT","1","Privado","Física","RAWSON","CHUBUT","Masculino","1969","ARGENTINA",100,"26","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-18","2024-09-18",10003,"SAN SALVADOR DE JUJUY Nº 1","Jujuy","Importado","2024","02","SEDAN 4 PUERTAS","024","CHEVROLET","759","ONIX PLUS 1.4 MT JOY BLACK","1","Privado","Jurídica","SAN SALVADOR DE JUJUY","JUJUY","No aplica","2017","No aplica",100,"38",""
"INSCRIPCION INICIAL IMPORTADO","2024-09-12","2024-09-12",8017,"VIALE","Entre Ríos","Importado","2024","02","SEDAN 4 PUERTAS","136","VOLKSWAGEN","770","VENTO GLI 350TSI DSG","1","Privado","Física","CRESPO","ENTRE RIOS","Masculino","1986","ARGENTINA",100,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-02","2024-09-02",8024,"PARANA Nº 3","Entre Ríos","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","A58","COROLLA 2.0 SEG CVT","1","Privado","Física","PARANA","ENTRE RIOS","Masculino","1996","ARGENTINA",100,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-09","2024-09-09",8026,"GUALEGUAY Nº 2","Entre Ríos","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","B95","COROLLA HEV 1.8 SEG ECVT","1","Privado","Física","GUALEGUAY","ENTRE RIOS","Femenino","1975","ARGENTINA",100,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-23","2024-09-23",8021,"CONCORDIA Nº 2","Entre Ríos","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","A15","YARIS XLS 1.5 6M/T","1","Privado","Jurídica","VILLA ADELA","ENTRE RIOS","No aplica","2008","No aplica",100,"30",""
"INSCRIPCION INICIAL IMPORTADO","2024-09-27","2024-09-27",9006,"FORMOSA Nº 4","Formosa","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","A15","YARIS XLS 1.5 6M/T","1","Privado","Física","CLORINDA","FORMOSA","Femenino","1977","ARGENTINA",100,"34","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-13","2024-09-13",9001,"CLORINDA","Formosa","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","A74","COROLLA 2.0 XLI CVT","1","Privado","Física","LAGUNA BLANCA","FORMOSA","Masculino","1981","ARGENTINA",100,"34","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-20","2024-09-20",9003,"FORMOSA Nº 1","Formosa","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","A76","YARIS XLS 1.5 CVT","1","Privado","Física","FORMOSA","FORMOSA","Femenino","1988","ARGENTINA",100,"34","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-30","2024-09-30",8023,"CONCORDIA Nº 3","Entre Ríos","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","B97","COROLLA HEV 1.8 XEI ECVT","1","Privado","Física","CONCORDIA","ENTRE RIOS","Masculino","1961","ARGENTINA",100,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-16","2024-09-16",8025,"PARANA Nº 4","Entre Ríos","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","A70","COROLLA 2.0 XEI CVT","1","Privado","Física","PARANA","ENTRE RIOS","Masculino","1980","ARGENTINA",100,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-17","2024-09-17",8018,"SAN SALVADOR","Entre Ríos","Protocolo 21","2024","02","SEDAN 4 PUERTAS","024","CHEVROLET","783","ONIX PLUS 1.0T MT LTZ","1","Privado","Física","SAN SALVADOR","ENTRE RIOS","Femenino","1967","ARGENTINA",100,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-23","2024-09-23",8002,"COLON Nº 1","Entre Ríos","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","A70","COROLLA 2.0 XEI CVT","1","Privado","Física","COLON","ENTRE RIOS","Masculino","1968","ARGENTINA",100,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-18","2024-09-18",10003,"SAN SALVADOR DE JUJUY Nº 1","Jujuy","Importado","2024","02","SEDAN 4 PUERTAS","024","CHEVROLET","759","ONIX PLUS 1.4 MT JOY BLACK","1","Privado","Jurídica","SAN SALVADOR DE JUJUY","JUJUY","No aplica","2017","No aplica",100,"38",""
"INSCRIPCION INICIAL IMPORTADO","2024-09-19","2024-09-19",8012,"ROSARIO DEL TALA","Entre Ríos","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","A74","COROLLA 2.0 XLI CVT","1","Privado","Física","GOBERNADOR MANSILLA","ENTRE RIOS","Masculino","1979","ARGENTINA",100,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-18","2024-09-18",8025,"PARANA Nº 4","Entre Ríos","Importado","2024","02","SEDAN 4 PUERTAS","102","NISSAN","784","VERSA 1.6 SENSE MT","1","Privado","Física","PARANA","ENTRE RIOS","Masculino","1966","ARGENTINA",100,"30","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-18","2024-09-18",9001,"CLORINDA","Formosa","Importado","2024","02","SEDAN 4 PUERTAS","102","NISSAN","784","VERSA 1.6 SENSE MT","1","Privado","Física","LAGUNA BLANCA","FORMOSA","Femenino","1957","ARGENTINA",100,"34","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-27","2024-09-27",11003,"SANTA ROSA Nº 1","La Pampa","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","B39","COROLLA GR-SPORT 2.0 CVT","1","Privado","Física","SANTA ROSA","LA PAMPA","Masculino","1982","ARGENTINA",100,"42","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-18","2024-09-18",13009,"GENERAL SAN MARTIN Nº 2","Mendoza","Protocolo 21","2024","02","SEDAN 4 PUERTAS","024","CHEVROLET","770","ONIX PLUS 1.0T AT PREMIER","1","Privado","Física","SAN MARTIN","MENDOZA","Femenino","1969","ARGENTINA",100,"50","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-06","2024-09-06",13008,"SAN RAFAEL Nº 2","Mendoza","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","B39","COROLLA GR-SPORT 2.0 CVT","1","Privado","Física","SAN RAFAEL","MENDOZA","Masculino","1980","ARGENTINA",100,"50","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-18","2024-09-18",13001,"MENDOZA Nº 01","Mendoza","Importado","2024","02","SEDAN 4 PUERTAS","102","NISSAN","784","VERSA 1.6 SENSE MT","1","Privado","Física","6ª SECCION RESIDENCIAL NORTE","MENDOZA","Femenino","1984","ARGENTINA",100,"50","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-10","2024-09-10",10007,"PERICO","Jujuy","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","A74","COROLLA 2.0 XLI CVT","1","Privado","Física","PERICO","JUJUY","Masculino","1985","ARGENTINA",100,"38","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-25","2024-09-25",11003,"SANTA ROSA Nº 1","La Pampa","Importado","2024","02","SEDAN 4 PUERTAS","102","NISSAN","792","SENTRA 2.0 EXCLUSIVE CVT","1","Privado","Jurídica","SANTA ROSA","LA PAMPA","No aplica","2015","No aplica",100,"42",""
"INSCRIPCION INICIAL IMPORTADO","2024-09-30","2024-09-30",11003,"SANTA ROSA Nº 1","La Pampa","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","A76","YARIS XLS 1.5 CVT","1","Privado","Física","GENERAL MANUEL CAMPOS","LA PAMPA","Masculino","1968","ARGENTINA",100,"42","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-18","2024-09-18",13015,"MENDOZA Nº 09","Mendoza","Protocolo 21","2024","02","SEDAN 4 PUERTAS","024","CHEVROLET","783","ONIX PLUS 1.0T MT LTZ","1","Privado","Física","EL CHALLAO","MENDOZA","Femenino","1981","ARGENTINA",50,"50","ARG"
"INSCRIPCION INICIAL IMPORTADO","2024-09-09","2024-09-09",13008,"SAN RAFAEL Nº 2","Mendoza","Protocolo 21","2024","02","SEDAN 4 PUERTAS","130","TOYOTA","A74","COROLLA 2.0 XLI CVT","1","Privado","Jurídica","SAN RAFAEL","MENDOZA","No aplica","2024","No aplica",100,"50",""
